45,length
49,least
52,least
52,least
53,least
53,least
53,least
53,least
54,least
68,length
71,length
75,length
76,length
76,least
76,least
76,least
79,least
79,least
79,least
79,least
81,least
89,least
89,least
89,least
120,length
121,length
122,length
123,length
126,length
126,least
45,overall length
68,overall length
71,overall length
75,overall length
76,overall length
120,overall length
121,overall length
122,overall length
123,overall length
126,overall length
