Section 10,vessel,length,metre
Section 10,vessel,overall length,metre
Section 12,pipe,least,metre
Section 15,vessel,length,metre
Section 15,vessel,overall length,metre
Section 16,vessel,length,metre
Section 16,vessel,overall length,metre
Section 23,vessel,length,metre
Section 23,vessel,overall length,metre
Section 24,vessel,length,metre
Section 24,vessel,least,metre
Section 24,vessel,overall length,metre
