40,length
44,least
47,least
48,least
49,least
51,least
52,least
53,least
56,least
74,length
80,length
87,length
88,length
88,least
88,least
88,least
90,least
90,least
91,least
91,least
95,least
101,least
102,least
102,least
123,length
124,length
125,length
127,length
131,length
131,least
40,overall length
74,overall length
80,overall length
87,overall length
88,overall length
123,overall length
124,overall length
125,overall length
127,overall length
131,overall length
