134,main power,JJ,NN
134,emergency power,NN,NN
134,power shall,NN,MD
134,clearly mark,RB,VBN
135,emergency source,NN,NN
135,power shall,NN,MD
136,emergency source,NN,NN
136,machinery space,NN,NN
136,well-ventilated place,JJ,NN
137,emergency source,NN,NN
137,emergency light,NN,VBG
137,vessel construct,NNS,VBN
139,equivalent vessel,NNS,NNP
139,vessel construct,NNP,VBD
139,construct pursuant,VBD,NN
139,nordic boat,NNP,NNP
139,boat standard,NNP,NNP
